Prodejní cena,Cena v HM,Alternativní cena,PriceWithoutFee,VAT,JC hist. recykl. p?ísp.,CopyrightFee,Currency,Množství skladem,Název 1,Registra?ní ?íslo,PartNumber,?árový kód,MANUFACTURER,IMAGE,URL,DESCRIPTION,Hmotnost,Ší?ka,Výška,Hloubka,WARRANTY,CATEGORYTEXT
204,399,329.75,329.75,21,0,0,CZK,1,Jamara Battery Helox,412499,412499,4042774442026,,,,,0.01,0.,0.,0.,,
325,609,503.31,503.31,21,0,0,CZK,0,Jamara Charger Ride-on 12V 1000mAh Typ A Audi TTRS/Bentley EXP12/ /BMW M6/Fiat 500/BMW S1000RR/ R120,412978,412978,4042774458171,,,,,0.1168,7.,7.,4.6,,
366,719,594.21,597.57,21,3.36,0,CZK,0,Jamara Lamborghini Aventador SVJ 1:24 27MHz žluté,405187,405187,4042774452186,,,,,0.2464,9.5,4.8,20.6,,
761,1439,1189.26,1197.66,21,8.4,0,CZK,4,"Jamara Lamborghini Aventador SVJ 1:14 2,4G oranžové",405170,405170,4042774452018,,,,,0.7338,0.,0.,0.,,
761,1439,1189.26,1197.66,21,8.4,0,CZK,0,"Jamara Lamborghini Aventador SVJ Performance 1:14 2,4G bílé",405172,405172,4042774452032,,,,,0.7378,0.,0.,0.,,
366,719,594.21,597.57,21,3.36,0,CZK,0,"Jamara Mercedes-AMG G 63, 27 MHz, 1:24 ?erný",405191,405191,4042774452223,,,,,0.55,0.,0.,0.,,
366,719,594.21,597.57,21,3.36,0,CZK,0,"Jamara Mercedes-AMG G 63, 27 MHz, 1:24  bílý",405192,405192,4042774452230,,,,,0.55,0.,0.,0.,,
366,719,594.21,597.57,21,3.36,0,CZK,0,"Jamara Mercedes-AMG G 63, 27 MHz, 1:24 ?ervený",405193,405193,4042774452247,,,,,0.2742,9.4,8.3,20.5,,
366,719,594.21,597.57,21,3.36,0,CZK,0,Jamara BMW Z4 Roadster 1:24 bílý 40MHz,405189,405189,4042774452209,,,,,0.228,8.6,5.7,18.,,
366,719,594.21,597.57,21,3.36,0,CZK,2,Jamara BMW Z4 Roadster 1:24 ?ervený 27MHz,405190,405190,4042774452216,,,,,0.228,8.6,5.7,18.,,
366,719,594.21,597.57,21,3.36,0,CZK,7,Jamara Jeep Wrangler JL 1:24 žlutý 27MHz,405194,405194,4042774452254,,,,,0.2456,8.5,8.,18.,,
366,719,594.21,597.57,21,3.36,0,CZK,4,Jamara Jeep Wrangler JL 1:24 ?ervený 40MHz,405195,405195,4042774452261,,,,,0.486,0.,0.,0.,,
366,719,594.21,597.57,21,3.36,0,CZK,3,Jamara Jeep Wrangler JL 1:24 ?erný 27MHz,405196,405196,4042774452278,,,,,0.,0.,0.,0.,,
844,1589,1313.22,1321.62,21,8.4,0,CZK,0,"Jamara Ferrari FXX K Evo 1:14 ?ervený door manual 2,4G A",405169,405169,4042774452001,,,,,0.737,15.2,9.5,35.,,
766,1459,1205.79,1214.19,21,8.4,0,CZK,0,"Jamara BMW Z4 Roadster 1:14 door manual ?erný 2,4G A",405173,405173,4042774452049,,,,,0.6438,14.7,9.8,31.,,
766,1459,1205.79,1214.19,21,8.4,0,CZK,0,"Jamara BMW Z4 Roadster 1:14 door manual bílý 2,4G B",405174,405174,4042774452056,,,,,0.6438,14.7,9.8,31.,,
766,1459,1205.79,1214.19,21,8.4,0,CZK,1,"Jamara Jeep Wrangler JL 1:14 door manual žlutý 2,4G A",405178,405178,4042774452094,,,,,0.7396,14.5,13.5,30.5,,
766,1459,1205.79,1214.19,21,8.4,0,CZK,2,"Jamara Jeep Wrangler JL 1:14 door manual ?ervený 2,4G B",405179,405179,4042774452100,,,,,0.7396,14.5,13.5,30.5,,
766,1459,1205.79,1214.19,21,8.4,0,CZK,0,"Jamara Jeep Wrangler JL 1:14 door manual ?erný 2,4G A",405180,405180,4042774452117,,,,,0.7396,0.,0.,0.,,
831,1619,1338.02,1346.42,21,8.4,0,CZK,0,"Jamara Jeep Wrangler JL 1:14 big wheel door manual žlutý 2,4G A",405181,405181,4042774452124,,,,,1.1242,22.5,20.3,30.,,
831,1619,1338.02,1346.42,21,8.4,0,CZK,0,"Jamara Jeep Wrangler JL 1:14 big wheel door manual ?ervený 2,4G B",405182,405182,4042774452131,,,,,1.1242,22.5,20.3,30.,,
823,1589,1313.22,1321.62,21,8.4,0,CZK,0,"Jamara Mercedes-AMG G63 1:14 bílý 2,4G B",405177,405177,4042774452087,,,,,0.839,15.5,14.4,33.8,,
831,1619,1338.02,1346.42,21,8.4,0,CZK,0,"Jamara BMW i8 Roadster 1:12 ?erný 2,4G B",405184,405184,4042774452155,,,,,0.8046,18.6,11.,39.2,,
468,879,726.45,726.45,21,0,0,CZK,0,Jamara Sn?žný bob s brzdami ?ervený,460538,460538,4042774454388,,,,,1.63,0.,0.,0.,,
468,879,726.45,726.45,21,0,0,CZK,0,Jamara Sn?žný bob s brzdami modrý,460539,460539,4042774454395,,,,,1.63,0.,0.,0.,,
815,1589,1313.22,1321.62,21,8.4,0,CZK,0,"Jamara Lamborghini Sián 1:14 orange 2,4GHz manual doors",403127,403127,4042774459062,,,,,1.3,16.4,8.7,33.4,,
146,269,222.31,222.31,21,0,0,CZK,0,Jamara Steering hub set Voltage/Major  Voltage-Major-Tiger-Hoolk Infect-Liquid,505079,505079,4042774321031,,,,,0.013,2.5,4.5,4.4,,
178,319,263.64,263.64,21,0,0,CZK,0,Jamara Jamara Drive shaft Tiger 2,505091,505091,4042774326685,,,,,0.015,0.6,1.,11.,,
78,149,123.14,123.14,21,0,0,CZK,1,Jamara Rotor Blade Helox bottom 2pcs,412502,412502,4042774442156,,,,,0.002,2.4,0.3,8.7,,
337,669,552.89,552.89,21,0,0,CZK,0,Jamara nafukovací hopsací k??,460597,460597,4042774458836,,,,,1.43,23.,47.,52.,,
47,89,73.55,73.55,21,0,0,CZK,1,Jamara Rear Rotor Blade Helox 1pc,412504,412504,4042774442170,,,,,0.01,0.,0.,0.,,
815,1589,1313.22,1321.62,21,8.4,0,CZK,0,"Jamara Lamborghini Sián red 1:14  2,4GHz manual doors",403128,403128,4042774459079,,,,,0.7482,16.,8.8,35.5,,
468,879,726.45,726.45,21,0,0,CZK,0,Jamara Sn?žný bob s brzdami zelený,460540,460540,4042774454401,,,,,1.63,0.,0.,0.,,
468,879,726.45,726.45,21,0,0,CZK,0,Jamara Sn?žný bob s brzdami pink,460541,460541,4042774454418,,,,,1.63,0.,0.,0.,,
787,1539,1271.90,1280.30,21,8.4,0,CZK,0,"Jamara Ferrari SF90 Stradale 1:14  2,4GHz ?ervené",403122,403122,4042774459017,,,,,0.67,0.,0.,0.,,
366,719,594.21,597.57,21,3.36,0,CZK,3,"Jamara Ferrari SF90 Stradale 1:24 ?ervené 2,4GHz",403124,403124,4042774459031,,,,,0.2456,8.3,8.,18.,,
366,719,594.21,597.57,21,3.36,0,CZK,0,"Jamara Lamborghini Sián 1:24 oranžové 2,4GHz",403125,403125,4042774459048,,,,,0.2,0.,0.,0.,,
366,719,594.21,597.57,21,3.36,0,CZK,0,"Jamara Lamborghini Sián 1:24 ?ervené 2,4GHz",403126,403126,4042774459055,,,,,0.2,0.,0.,0.,,
366,719,594.21,597.57,21,3.36,0,CZK,3,"Jamara McLaren Senna 1:24 bílé 2,4GHz",403120,403120,4042774458997,,,,,0.2,0.,0.,0.,,
366,719,594.21,597.57,21,3.36,0,CZK,2,"Jamara McLaren Senna 1:24 oranžový 2,4GHz",403121,403121,4042774459000,,,,,0.2,0.,0.,0.,,
233,459,379.34,379.34,21,0,0,CZK,1,Jamara Mercedes-Benz AMG GT3 transformable DieCast 1:32 žluté,403116,403116,4042774458720,,,,,0.2,0.,0.,0.,,
233,459,379.34,379.34,21,0,0,CZK,1,Jamara Mercedes-Benz AMG GT3 transformable DieCast 1:32 bílý,403117,403117,4042774458966,,,,,0.2,0.,0.,0.,,
815,1589,1313.22,1321.62,21,8.4,0,CZK,0,"Jamara McLaren Senna 1:14 bílý 2,4GHz",403118,403118,4042774458973,,,,,0.7184,15.5,10.,34.,,
815,1589,1313.22,1321.62,21,8.4,0,CZK,1,"Jamara McLaren Senna 1:14 oranžový 2,4GHz",403119,403119,4042774458980,,,,,0.7184,15.5,10.,34.,,
1923,3159,2610.74,2619.14,21,8.4,0,CZK,1,"Jamara RC auto na dálkové ovládání Jamara Extron 1:14 2,4GHz",53300,53300,4042774459864,,,,,1.1,23.,14.5,27.,,
1113,2179,1800.83,1809.23,21,8.4,0,CZK,0,"Jamara RC auto na dálkové ovládání Jamara Fendt 1050 Vario Municipal 1:16 2,4",405045,405045,4042774458874,,,,,1.0708,18.,21.,38.7,,
651,1249,1032.23,1040.63,21,8.4,0,CZK,0,Jamara RC auto na dálkové ovládání Jamara Hasi?ské auto Mercedes-Benz Antos 1,404970,404970,4042774458621,,,,,0.6256,12.5,16.,30.2,,
1252,2339,1933.06,1941.46,21,8.4,0,CZK,0,Jamara RC auto na dálkové ovládání Jamara Auto na d?evo LKW 1:20 2.4GHz,404935,404935,4042774459499,,,,,1.2932,15.7,22.,43.,,
481,929,767.77,776.17,21,8.4,0,CZK,0,"Jamara RC auto na dálkové ovládání Jamara RC Container LKW 1:16 2,4GHz USA",405220,405220,4042774458119,,,,,0.4864,7.7,10.5,47.,,
481,929,767.77,776.17,21,8.4,0,CZK,0,"Jamara RC auto na dálkové ovládání Jamara RC Container LKW 1:16 2,4GHz Europe",405221,405221,4042774458126,,,,,0.504,7.7,10.5,44.2,,
131,299,247.11,247.11,21,0,0,CZK,2,Jamara Figurky Jamara Set zví?at z farmy 20 ks,460476,460476,4042774457945,,,,,0.3088,0.,0.,0.,,
144,319,263.64,263.64,21,0,0,CZK,9,Jamara Figurky Jamara Set zví?at z farmy 50 ks,460477,460477,4042774457952,,,,,0.3186,0.,0.,0.,,
131,299,247.11,247.11,21,0,0,CZK,0,Jamara Figurky Jamara Set divokých zví?at 16 ks,460478,460478,4042774457969,,,,,0.3692,0.,0.,0.,,
144,319,263.64,263.64,21,0,0,CZK,0,Jamara Figurky Jamara Set divokých zví?at 53 ks,460479,460479,4042774457976,,,,,0.3282,0.,0.,0.,,
319,609,503.31,503.31,21,0,0,CZK,0,Jamara Puzzle Jamara Puzzle dinosau?i 3D Soft-Plug,460845,460845,4042774461027,,,,,0.7064,0.,0.,0.,,
461,879,726.45,726.45,21,0,0,CZK,0,Jamara Vkláda?ka Jamara D?ev?ná hra?ka - Kidiwood Noémova archa,460876,460876,4042774461140,,,,,1.0622,13.2,21.5,27.,,
260,509,420.66,420.66,21,0,0,CZK,0,Jamara Kreativní hra?ka Jamara Stylehead Set - Bella Stylin,460618,460618,4042774459734,,,,,0.4098,25.,25.,17.,,
260,509,420.66,420.66,21,0,0,CZK,0,Jamara Kreativní hra?ka Jamara Stylehead Set - Emma Beauty,460619,460619,4042774459741,,,,,0.418,24.6,25.,13.3,,
314,589,486.78,486.78,21,0,0,CZK,0,Jamara Didaktická hra?ka Jamara Volant 1Step Baby Drive,460509,460509,4042774453770,,,,,0.3062,19.7,19.5,16.,,
142,269,222.31,222.31,21,0,0,CZK,0,Jamara Vkláda?ka Jamara Kreativní kostka,460579,460579,4042774455408,,,,,0.1674,12.2,12.2,12.2,,
183,379,313.22,313.22,21,0,0,CZK,0,Jamara Didaktická hra?ka Jamara Hra s mí?ky a kladívkem,460585,460585,4042774455460,,,,,0.3456,10.3,29.,24.5,,
771,1489,1230.58,1230.58,21,0,0,CZK,0,Jamara Chodítko Jamara Lauflernwagen my First Walker,460586,460586,4042774455477,,,,,2.1536,61.,50.,50.,,
164,319,263.64,263.64,21,0,0,CZK,0,Jamara Didaktická hra?ka Jamara My Little Racer ?ervený,460544,460544,4042774454616,,,,,0.1636,9.6,7.,15.,,
150,319,263.64,263.64,21,0,0,CZK,0,Jamara Didaktická hra?ka Jamara My Little Racer modrý,460545,460545,4042774454623,,,,,0.1636,9.6,7.,15.,,
164,319,263.64,263.64,21,0,0,CZK,0,Jamara Didaktická hra?ka Jamara My Little Car ?ervený,460546,460546,4042774454630,,,,,0.2068,10.3,10.2,15.,,
164,319,263.64,263.64,21,0,0,CZK,0,Jamara Didaktická hra?ka Jamara My Little Car modrý,460547,460547,4042774454647,,,,,0.2072,10.3,10.2,15.,,
183,399,329.75,329.75,21,0,0,CZK,0,Jamara Chrastítko Jamara Rota Car s v?ží,460464,460464,4042774451738,,,,,0.3024,12.,17.,22.2,,
1401,2629,2172.73,2172.73,21,0,0,CZK,0,Jamara Odrážedlo Jamara Lamborghini Centenario 3in1 zelené,460565,460565,4042774459185,,,,,4.9607,47.,70.,85.,,
1401,2629,2172.73,2172.73,21,0,0,CZK,0,Jamara Odrážedlo Jamara Lamborghini Centenario 3in1 oranžové,460567,460567,4042774459208,,,,,4.9607,47.,70.,85.,,
327,609,503.31,503.31,21,0,0,CZK,0,Jamara Puzzle Jamara Puzzle zví?ata 3D Soft-Plug,460846,460846,4042774461034,,,,,0.664,0.,0.,0.,,
249,479,395.87,395.87,21,0,0,CZK,0,Jamara Puzzle Jamara Puzzle vodní sv?t 3D Soft-Plug,460847,460847,4042774461041,,,,,0.506,0.,0.,0.,,
231,459,379.34,379.34,21,0,0,CZK,0,Jamara Tahací hra?ka Jamara D?ev?ná hra?ka - Kidiwood slon,460875,460875,4042774461133,,,,,0.595,8.3,20.,24.,,
180,379,313.22,313.22,21,0,0,CZK,0,Jamara Tahací hra?ka Jamara D?ev?ná hra?ka - Kidiwood dinosau?i,460877,460877,4042774461157,,,,,0.595,5.2,17.3,17.5,,
225,459,379.34,379.34,21,0,0,CZK,0,Jamara Auto Jamara D?ev?ná hra?ka - Kidiwood auta,460878,460878,4042774461164,,,,,0.4428,55.,8.,11.6,,
76,159,131.40,131.40,21,0,0,CZK,0,Jamara Chrastítko Jamara Rota letadlo ?ervené,460467,460467,4042774451769,,,,,0.103,13.3,9.3,12.5,,
916,1588,1312.40,1312.40,21,0,0,CZK,0,Whisbear šumící medv?d s CRY senzorem vodní meloun,3001,3001,5905279995413,,,,,0.55,13.5,34.,13.5,,
916,1588,1312.40,1312.40,21,0,0,CZK,0,Whisbear šumící medv?d s CRY senzorem tyrkysový,3002,3002,5905279995420,,,,,0.55,13.5,34.,13.5,,
916,1588,1312.40,1312.40,21,0,0,CZK,1,Whisbear šumící medv?d s CRY senzorem citronový,3003,3003,5905279995406,,,,,0.55,13.5,34.,13.5,,
986,1613,1333.06,1333.06,21,0,0,CZK,0,Whisbear šumící králík s CRY senzorem krémový,3026,3026,5907784645340,,,,,0.62,16.,33.,13.,,
986,1613,1333.06,1333.06,21,0,0,CZK,0,Whisbear šumící  medv?d s CRY senzorem,3027,3027,5907784645364,,,,,0.62,13.,33.,16.,,
986,1613,1333.06,1333.06,21,0,0,CZK,0,Whisbear šumící medv?dice s CRY senzorem,3028,3028,5907784645371,,,,,0.62,13.,33.,16.,,
528,1077,890.08,890.08,21,0,0,CZK,0,Whisbear šumící ptá?ek ?ervený,3004,3004,5905279995581,,,,,0.3,8.,15.,19.,,
528,1077,890.08,890.08,21,0,0,CZK,2,Whisbear šumící ptá?ek tyrkysový,3005,3005,5905279995598,,,,,0.3,8.,15.,19.,,
528,1077,890.08,890.08,21,0,0,CZK,0,Whisbear šumící ptá?ek sv?tle modrý,3007,3007,5905279995666,,,,,0.3,8.,15.,19.,,
1674,2692,2224.79,2224.79,21,0,0,CZK,0,Whisbear Ezzy The Sloth with App,3008,3008,5905279995734,,,,,0.75,14.,56.,46.,,
229,363,300.00,300.00,21,0,0,CZK,0,Whisbear Doudou komfortní deka medv?d,3009,3009,5905279995789,,,,,0.13,23.5,6.,31.,,
229,363,300.00,300.00,21,0,0,CZK,0,Whisbear Doudou komfortní deka králík,3010,3010,5905279995772,,,,,0.13,23.5,6.,31.,,
496,807,666.94,666.94,21,0,0,CZK,0,Whisbear šumicí liška,3011,3011,5905279995758,,,,,0.2,8.,2.5,8.,,
496,807,666.94,666.94,21,0,0,CZK,2,Whisbear šumicí králík bílý,3012,3012,5905279995765,,,,,0.2,8.,2.5,8.,,
225,363,300.00,300.00,21,0,0,CZK,0,Whisbear Doudou komfortní deka králík bílý,3013,3013,5907784645135,,,,,0.13,23.5,6.,31.,,
225,363,300.00,300.00,21,0,0,CZK,0,Whisbear Doudou komfortní deka králík šedivý,3014,3014,5907784645081,,,,,0.13,23.5,6.,31.,,
225,363,300.00,300.00,21,0,0,CZK,0,Whisbear Doudou komfortní deka medv?d kluk,3015,3015,5907784645098,,,,,0.13,23.5,6.,31.,,
496,807,666.94,666.94,21,0,0,CZK,2,Whisbear šumící králík krémový,3016,3016,5907784645166,,,,,0.2,8.,2.5,8.,,
496,807,666.94,666.94,21,0,0,CZK,1,Whisbear šumící králík šedivý,3017,3017,5907784645104,,,,,0.2,8.,2.5,8.,,
496,807,666.94,666.94,21,0,0,CZK,0,Whisbear šumící medv?d krémový,3018,3018,5907784645111,,,,,0.2,8.,2.5,8.,,
202,323,266.94,266.94,21,0,0,CZK,1,Whisbear chrastítko králík bílý,3019,3019,5907784645142,,,,,0.03,10.,6.,13.5,,
202,323,266.94,266.94,21,0,0,CZK,6,Whisbear chrastítko králík šedivý,3020,3020,5907784645067,,,,,0.03,10.,6.,13.5,,
202,323,266.94,266.94,21,0,0,CZK,1,Whisbear chrastítko medv?d kluk,3021,3021,5907784645074,,,,,0.03,10.,6.,13.5,,
225,363,300.00,300.00,21,0,0,CZK,1,Whisbear kousátko králík krémový,3022,3022,5907784645159,,,,,0.03,10.,6.,13.5,,
225,363,300.00,300.00,21,0,0,CZK,2,Whisbear kousátko králík šedivý,3023,3023,5907784645043,,,,,0.03,10.,6.,13.5,,
225,363,300.00,300.00,21,0,0,CZK,3,Whisbear kousátko medv?d krémový,3024,3024,5907784645050,,,,,0.03,10.,6.,13.5,,
337,669,552.89,552.89,21,0,0,CZK,2,Jamara Jumping Animal bouncer Unicorn,460316,460316,4042774442910,,,,,1.428,30.,52.,60.,,
337,669,552.89,552.89,21,0,0,CZK,2,Jamara Jumping Animal bouncer Dragon green,460315,460315,4042774442903,,,,,1.457,26.,45.5,63.,,
1446,2629,2172.73,2181.13,21,8.4,0,CZK,1,Jamara Ride-on Mini Quad Runty white 6V,460867,460867,4042774460334,,,,,4.735,42.,45.,67.5,,
121,199,164.46,164.46,21,0,0,CZK,6,Blocki stavebnice The. Collection Grand Tour - Grand Prix 125 dílk?,KB0401,KB0401,6922040004012,,,,,0.208,19.6,15.6,4.3,,
93,159,131.40,131.40,21,0,0,CZK,7,Blocki stavebnice The. Collection Grand Tour - Truck Race Team 100 dílk?,KB0402,KB0402,6922040004029,,,,,0.181,19.6,15.6,4.3,,
168,269,222.31,222.31,21,0,0,CZK,0,Blocki stavebnice The. Collection Racing Car Service 195 dílk?,KB0403,KB0403,6922040004036,,,,,0.,26.,20.5,5.5,,
326,529,437.19,437.19,21,0,0,CZK,9,Blocki stavebnice The. Collection Racing Team Logistics - Autotransporter 283 dílk?,KB0404,KB0404,6922040004043,,,,,0.792,41.,30.,6.3,,
279,459,379.34,379.34,21,0,0,CZK,12,Blocki stavebnice The. Collection City Racing 299 dílk?,KB0405,KB0405,6922040004050,,,,,0.586,37.5,25.5,6.,,
186,309,255.37,255.37,21,0,0,CZK,1,Blocki stavebnice The. Collection Racing Car Service - Pit Stop 207 dílk?,KB0406,KB0406,6922040004067,,,,,0.429,26.,20.5,5.5,,
326,529,437.19,437.19,21,0,0,CZK,9,Blocki stavebnice The. Collection City Racing - Night Race 357 dílk?,KB0407,KB0407,6922040004074,,,,,0.69,41.,30.,6.3,,
264,319,263.64,263.64,21,0,0,CZK,10,Blocki stavebnice Magnetic 124 Elements 124 dílk?,KBM101,KBM101,6922011001019,,,,,0.5,30.,22.5,4.5,,
175,239,197.52,197.52,21,0,0,CZK,5,Blocki stavebnice Magnetic 63 Elements 63 dílk?,KBM102,KBM102,6922011001026,,,,,0.325,26.,20.,4.5,,
165,269,222.31,222.31,21,0,0,CZK,6,Blocki stavebnice Magnetic 38 Elements 38 dílk?,KBM103,KBM103,6922011001033,,,,,0.27,26.,20.,4.5,,
311,319,263.64,263.64,21,0,0,CZK,1,Blocki stavebnice Magnetic 75 Elements 75 dílk?,KBM104,KBM104,6922011001040,,,,,0.46,30.,22.5,4.5,,
838,1329,1098.35,1098.35,21,0,0,CZK,9,Blocki stavebnice My Girls Shopping centre 591 dílk?,KB0121,KB0121,6922018001210,,,,,1.7,53.5,39.,59.,,
168,269,222.31,222.31,21,0,0,CZK,10,Blocki stavebnice My Girls Tree house 155 dílk?,KB0110,KB0110,6922018001104,,,,,0.25,26.,20.5,5.5,,
279,459,379.34,379.34,21,0,0,CZK,10,Blocki stavebnice My Girls Holiday camper 264 dílk?,KB0112,KB0112,6922018001128,,,,,0.,37.5,25.5,6.,,
279,459,379.34,379.34,21,0,0,CZK,0,Blocki stavebnice My Girls The Friends' Cafe 243 dílk?,KB0113,KB0113,6922018001135,,,,,0.61,37.5,25.5,6.,,
56,99,81.82,81.82,21,0,0,CZK,6,Blocki stavebnice My Girls Walk in the park 81 dílk?,KB0114,KB0114,6922018001142,,,,,0.,14.5,9.,4.4,,
56,99,81.82,81.82,21,0,0,CZK,6,Blocki stavebnice My Girls Summer picnic 73 dílk?,KB0115,KB0115,6922018001159,,,,,0.,14.5,9.,4.4,,
168,269,222.31,222.31,21,0,0,CZK,0,Blocki stavebnice My Girls Pet spa 161 dílk?,KB0117,KB0117,6922018001173,,,,,0.,26.,20.5,5.5,,
466,749,619.01,619.01,21,0,0,CZK,10,Blocki stavebnice My Girls Sea adventure 413 dílk?,KB0119,KB0119,6922018001197,,,,,0.87,41.,30.,6.,,
326,529,437.19,437.19,21,0,0,CZK,6,Blocki stavebnice My Girls Lara's Pizzeria 264 dílk?,KB0120,KB0120,6922018001203,,,,,0.72,37.5,25.5,6.,,
168,269,222.31,222.31,21,0,0,CZK,10,Blocki stavebnice My Farm Wheel loader 136 dílk?,KB0311,KB0311,6922018003115,,,,,0.,26.,20.5,5.5,,
168,269,222.31,222.31,21,0,0,CZK,6,Blocki stavebnice My Farm Crop duster 146 dílk?,KB0312,KB0312,6922018003122,,,,,0.,26.,20.5,5.5,,
233,379,313.22,313.22,21,0,0,CZK,6,Blocki stavebnice My Farm Tractor with a trailer 164 dílk?,KB0313,KB0313,6922018003139,,,,,0.5,37.5,25.5,6.,,
512,799,660.33,660.33,21,0,0,CZK,6,Blocki stavebnice My Farm Harvester 371 dílk?,KB0314,KB0314,6922018003146,,,,,0.08,47.,37.,6.5,,
93,149,123.14,123.14,21,0,0,CZK,6,Blocki stavebnice My Farm Tractor plow 85 dílk?,KB0317,KB0317,6922018003177,,,,,0.,19.6,15.6,4.,,
56,99,81.82,81.82,21,0,0,CZK,6,Blocki stavebnice My Farm Small tractor 43 dílk?,KB0318,KB0318,6922018003184,,,,,0.,14.5,9.,4.4,,
28,49,40.50,40.50,21,0,0,CZK,7,Blocki stavebnice My Farm KB0340 60 dílk?,KB0340,KB0340,6922018003405,,,,,0.04,14.5,19.,0.,,
28,49,40.50,40.50,21,0,0,CZK,6,Blocki stavebnice My Farm KB0341 47 dílk?,KB0341,KB0341,6922018003412,,,,,0.03,14.5,19.,0.,,
28,49,40.50,40.50,21,0,0,CZK,6,Blocki stavebnice My Farm KB0342 47 dílk?,KB0342,KB0342,6922018003429,,,,,0.04,14.5,19.,0.,,
978,1459,1205.79,1205.79,21,0,0,CZK,0,Blocki stavebnice My Police Central Police Station 824 dílk?,KB0620,KB0620,6922018006208,,,,,3.13,63.5,42.5,9.,,
121,199,164.46,164.46,21,0,0,CZK,6,Blocki stavebnice My Police Robbery 125 dílk?,KB0611,KB0611,6922018076119,,,,,0.21,19.6,15.6,4.,,
354,589,486.78,486.78,21,0,0,CZK,12,Blocki stavebnice My Police Mobile police station 332 dílk?,KB0614,KB0614,6922018106144,,,,,0.,37.5,25.5,6.,,
121,199,164.46,164.46,21,0,0,CZK,6,Blocki stavebnice My Police Patrol police car 111 dílk?,KB0617,KB0617,6922018006178,,,,,0.,19.6,15.6,4.,,
56,99,81.82,81.82,21,0,0,CZK,6,Blocki stavebnice My Police Chase after a motorcyclist 79 dílk?,KB0618,KB0618,6922018006185,,,,,0.12,14.5,9.,4.4,,
168,269,222.31,222.31,21,0,0,CZK,7,Blocki stavebnice My Police Police chase 188 dílk?,KB0612,KB0612,6922018086125,,,,,0.,26.,20.5,5.5,,
121,199,164.46,164.46,21,0,0,CZK,5,Blocki stavebnice My Police Prison 127 dílk?,KB0613,KB0613,6922018096131,,,,,0.,19.6,15.6,4.,,
419,689,569.42,569.42,21,0,0,CZK,9,Blocki stavebnice My Police Police Headquaters 347 dílk?,KB0616,KB0616,6922018126166,,,,,0.,41.,30.,6.,,
28,49,40.50,40.50,21,0,0,CZK,6,Blocki stavebnice My Police Police sachet KB0640 51 dílk?,KB0640,KB0640,6922018006406,,,,,0.,14.5,19.,0.,,
28,49,40.50,40.50,21,0,0,CZK,6,Blocki stavebnice My Police Police sachet KB0641 45 dílk?,KB0641,KB0641,6922018006413,,,,,0.,14.5,19.,0.,,
28,49,40.50,40.50,21,0,0,CZK,6,Blocki stavebnice My Police Police sachet KB0642 49 dílk?,KB0642,KB0642,6922018006420,,,,,0.,14.5,19.,0.,,
93,149,123.14,123.14,21,0,0,CZK,7,Blocki stavebnice 2 in 1 MyPolice 2 in 1 KB0655 95 dílk?,KB0655,KB0655,6922018006550,,,,,0.14,19.6,15.6,4.,,
93,149,123.14,123.14,21,0,0,CZK,6,Blocki stavebnice 2 in 1 MyPolice 2 in 1 KB0656 101 dílk?,KB0656,KB0656,6922018186566,,,,,0.,19.6,15.6,4.,,
93,149,123.14,123.14,21,0,0,CZK,6,Blocki stavebnice 2 in 1 MyPolice 2 in 1 KB0657 86 dílk?,KB0657,KB0657,6922018196572,,,,,0.,19.6,15.6,4.,,
93,149,123.14,123.14,21,0,0,CZK,6,Blocki stavebnice 2 in 1 MyPolice 2 in 1 KB0658 85 dílk?,KB0658,KB0658,6922018206585,,,,,0.,19.6,15.6,4.,,
56,89,73.55,73.55,21,0,0,CZK,0,Blocki stavebnice 2 in 1 MyPolice 2 in 1 KB0651 78 dílk?,KB0651,KB0651,6922018136516,,,,,0.,14.5,9.,4.4,,
56,89,73.55,73.55,21,0,0,CZK,6,Blocki stavebnice 2 in 1 MyPolice 2 in 1 KB0652 57 dílk?,KB0652,KB0652,6922018146522,,,,,0.,14.5,9.,4.4,,
56,89,73.55,73.55,21,0,0,CZK,7,Blocki stavebnice 2 in 1 MyPolice 2 in 1 KB0653 92 dílk?,KB0653,KB0653,6922018156538,,,,,0.,14.5,9.,4.4,,
56,89,73.55,73.55,21,0,0,CZK,6,Blocki stavebnice 2 in 1 MyPolice 2 in 1 KB0654 112 dílk?,KB0654,KB0654,6922018166544,,,,,0.,14.5,9.,4.4,,
978,1459,1205.79,1205.79,21,0,0,CZK,11,Blocki stavebnice My Fire Brigade Fire brigade station 881 dílk?,KB0820,KB0820,6922018008202,,,,,0.26,63.5,42.5,9.,,
261,429,354.55,354.55,21,0,0,CZK,7,Blocki stavebnice My Fire Brigade Fire engine with tow hook 188 dílk?,KB0816,KB0816,6922018268163,,,,,0.56,37.5,25.5,6.,,
233,379,313.22,313.22,21,0,0,CZK,4,Blocki stavebnice My Fire Brigade Fire-station 164 dílk?,KB0817,KB0817,6922018278179,,,,,0.56,37.5,25.5,6.,,
121,199,164.46,164.46,21,0,0,CZK,6,Blocki stavebnice My Fire Brigade Fire truck with aerial ladder 109 dílk?,KB0818,KB0818,6922018008189,,,,,0.,19.6,15.6,4.,,
